date,time,entidad,compra,venta
2026-07-15,2026-07-15T13:25:15Z,Asociación Romana,57.8,
2026-07-15,2026-07-15T13:25:15Z,Cambio Extranjero,58,
2026-07-15,2026-07-15T13:25:15Z,Panora Exchange,58,58.8
2026-07-15,2026-07-15T13:25:15Z,Moneycorps,58.3,59.05
2026-07-15,2026-07-15T13:25:15Z,RM,58.5,59.1
2026-07-15,2026-07-15T13:25:15Z,Taveras,58.5,59.1
2026-07-15,2026-07-15T13:25:15Z,Gamelin,58.25,59.1
2026-07-15,2026-07-15T13:25:15Z,SCT,58.4,59.2
2026-07-15,2026-07-15T13:25:15Z,Motor Crédito,58.3,59.8
2026-07-15,2026-07-15T13:25:15Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.25
2026-07-15,2026-07-15T13:25:15Z,Banreservas,57.25,60.25
2026-07-15,2026-07-15T13:25:15Z,Banco Lafise,57.2,60.5
2026-07-15,2026-07-15T13:25:15Z,Bonanza Banco,58,60.5
2026-07-15,2026-07-15T13:25:15Z,Asociación Popular de Ahorros y Préstamos,57.05,60.5
2026-07-15,2026-07-15T13:25:15Z,Abonap,57.27,60.56
2026-07-15,2026-07-15T13:25:15Z,Banco BHD,56.65,60.6
2026-07-15,2026-07-15T13:25:15Z,Asociación Peravia de Ahorros y Préstamos,56.8,60.949999999999996
