date,time,entidad,compra,venta
2025-07-15,2025-07-15T13:40:42Z,Capla,60.2,
2025-07-15,2025-07-15T13:40:42Z,Cambio Extranjero,60.2,
2025-07-15,2025-07-15T13:40:42Z,Agente de Cambio La Nacional,60,
2025-07-15,2025-07-15T13:40:42Z,Asociación Mocana,56,
2025-07-15,2025-07-15T13:40:42Z,Asociación Romana,59.7,
2025-07-15,2025-07-15T13:40:42Z,Asociación Peravia de Ahorros y Préstamos,58.1,60.5
2025-07-15,2025-07-15T13:40:42Z,RM,60.1,60.55
2025-07-15,2025-07-15T13:40:42Z,Girosol,60,60.7
2025-07-15,2025-07-15T13:40:42Z,Banreservas,58.849999999999994,60.7
2025-07-15,2025-07-15T13:40:42Z,Banco Caribe,59.65,60.7
2025-07-15,2025-07-15T13:40:42Z,Motor Crédito,59.7,60.7
2025-07-15,2025-07-15T13:40:42Z,Abonap,58.89,60.74
2025-07-15,2025-07-15T13:40:42Z,Banco BHD,57.949999999999996,60.75
2025-07-15,2025-07-15T13:40:42Z,Asociación Cibao de Ahorros y Préstamos,59.65,60.75
2025-07-15,2025-07-15T13:40:42Z,Banco Vimenca,59.75,60.75
2025-07-15,2025-07-15T13:40:42Z,Banco Lafise,58.75,60.75
2025-07-15,2025-07-15T13:40:42Z,Banco Unión,58.5,60.75
2025-07-15,2025-07-15T13:40:42Z,Banco Popular,57.8,60.75
2025-07-15,2025-07-15T13:40:42Z,Alaver,59.65,60.75
2025-07-15,2025-07-15T13:40:42Z,Asociación La Nacional de Ahorros y Préstamos,59.65,60.75
2025-07-15,2025-07-15T13:40:42Z,Banesco,58.4,60.75
2025-07-15,2025-07-15T13:40:42Z,Asociación Duarte,59.15,60.75
2025-07-15,2025-07-15T13:40:42Z,Asociación Popular de Ahorros y Préstamos,59,60.75
2025-07-15,2025-07-15T13:40:42Z,Moneycorps,60.25,60.8
2025-07-15,2025-07-15T13:40:42Z,Gamelin,60.1,60.8
2025-07-15,2025-07-15T13:40:42Z,Taveras,60.2,60.8
2025-07-15,2025-07-15T13:40:42Z,Panora Exchange,60.15,60.849999999999994
2025-07-15,2025-07-15T13:40:42Z,Bonanza Banco,60,60.9
2025-07-15,2025-07-15T13:40:42Z,SCT,60.3,61
