date,time,entidad,compra,venta
2025-11-15,2025-11-15T13:28:35Z,Capla,63.6,
2025-11-15,2025-11-15T13:28:35Z,Asociación Romana,63,
2025-11-15,2025-11-15T13:28:35Z,Moneycorps,63.4,64.3
2025-11-15,2025-11-15T13:28:35Z,Panora Exchange,63.6,64.3
2025-11-15,2025-11-15T13:28:35Z,Gamelin,63.5,64.4
2025-11-15,2025-11-15T13:28:35Z,SCT,63.6,64.4
2025-11-15,2025-11-15T13:28:35Z,Banco Vimenca,63,64.4
2025-11-15,2025-11-15T13:28:35Z,Cambio Extranjero,,64.44000000000001
2025-11-15,2025-11-15T13:28:35Z,RM,64.2,64.5
2025-11-15,2025-11-15T13:28:35Z,Banreservas,62.5,64.5
2025-11-15,2025-11-15T13:28:35Z,Asociación La Nacional de Ahorros y Préstamos,63.1,64.5
2025-11-15,2025-11-15T13:28:35Z,Bonanza Banco,63.2,64.5
2025-11-15,2025-11-15T13:28:35Z,Banco Caribe,63.5,64.5
2025-11-15,2025-11-15T13:28:35Z,Motor Crédito,63.5,64.5
2025-11-15,2025-11-15T13:28:35Z,Banco Unión,63,64.55
2025-11-15,2025-11-15T13:28:35Z,Abonap,62.89,64.59
2025-11-15,2025-11-15T13:28:35Z,Banco Lafise,62.6,64.6
2025-11-15,2025-11-15T13:28:35Z,Asociación Popular de Ahorros y Préstamos,62.65,64.6
2025-11-15,2025-11-15T13:28:35Z,Girosol,63.6,64.6
2025-11-15,2025-11-15T13:28:35Z,Taveras,64,64.6
2025-11-15,2025-11-15T13:28:35Z,Asociación Cibao de Ahorros y Préstamos,63.5,64.6
2025-11-15,2025-11-15T13:28:35Z,Banco BHD,62.4,64.6
2025-11-15,2025-11-15T13:28:35Z,Asociación Peravia de Ahorros y Préstamos,63.2,64.6
2025-11-15,2025-11-15T13:28:35Z,Alaver,63.6,64.6
2025-11-15,2025-11-15T13:28:35Z,Banco Popular,62.2,64.6
2025-11-15,2025-11-15T13:28:35Z,Asociación Duarte,63.5,64.6
2025-11-15,2025-11-15T13:28:35Z,Banesco,62.7,64.6
