date,time,entidad,compra,venta
2026-04-13,2026-04-13T13:14:53Z,Asociación Romana,58.8,
2026-04-13,2026-04-13T13:14:53Z,Panora Exchange,59.349999999999994,60.349999999999994
2026-04-13,2026-04-13T13:14:53Z,Cambio Extranjero,,60.5
2026-04-13,2026-04-13T13:14:53Z,RM,59.6,60.5
2026-04-13,2026-04-13T13:14:53Z,SCT,59.4,60.7
2026-04-13,2026-04-13T13:14:53Z,Moneycorps,59.5,60.8
2026-04-13,2026-04-13T13:14:53Z,Gamelin,59.4,61.05
2026-04-13,2026-04-13T13:14:53Z,Taveras,60.5,61.25
2026-04-13,2026-04-13T13:14:53Z,Banco Unión,58.25,61.25
2026-04-13,2026-04-13T13:14:53Z,Motor Crédito,59.2,61.25
2026-04-13,2026-04-13T13:14:53Z,Bonanza Banco,58.75,61.4
2026-04-13,2026-04-13T13:14:53Z,Asociación Cibao de Ahorros y Préstamos,58.5,61.5
2026-04-13,2026-04-13T13:14:53Z,Banreservas,59,61.5
2026-04-13,2026-04-13T13:14:53Z,Abonap,58.49,61.64
2026-04-13,2026-04-13T13:14:53Z,Asociación La Nacional de Ahorros y Préstamos,58.3,61.8
2026-04-13,2026-04-13T13:14:53Z,Banco Caribe,58.5,61.849999999999994
2026-04-13,2026-04-13T13:14:53Z,Asociación Duarte,58.4,61.9
2026-04-13,2026-04-13T13:14:53Z,Banco BHD,58.4,61.9
2026-04-13,2026-04-13T13:14:53Z,Banco Lafise,58.4,61.9
2026-04-13,2026-04-13T13:14:53Z,Banesco,58.3,61.9
2026-04-13,2026-04-13T13:14:53Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
2026-04-13,2026-04-13T13:14:53Z,Asociación Popular de Ahorros y Préstamos,58.1,61.9
