date,bank,tipo,buy,sell
2025-04-06,Scotiabank,Dólar (USD) Sucursales,61.3,63.3
2025-04-06,Scotiabank,Dólar (USD) Canales Digitales*,61.4,63.1
2025-04-06,Banreservas,,61.449999999999996,62.949999999999996
2025-04-06,Banco Popular,,61.2,63.2
2025-04-06,BHD,,61.4,63.2
2025-04-06,Santa Cruz,,61.7,63.2
2025-04-06,Banco Caribe,,61.7,63.2
2025-04-06,BDI,,61.2,63
2025-04-06,Vimenca,,61.2,63.2
2025-04-06,BLH,,61.2,63.2
2025-04-06,Promerica,,61.5,63.3
2025-04-06,Banesco,,61.2,63.3
2025-04-06,Lafise,,61.5,63.2
2025-04-06,Ademi,,61.7,63.3
2025-04-06,Quezada,,61.75,62.75
