date,bank,tipo,buy,sell
2025-09-02,Scotiabank,Dólar (US) Canales Digitales*,60.85,63.5
2025-09-02,Scotiabank,Dólar (US) Sucursales,60.75,63.6
2025-09-02,Banreservas,,61.55,63.55
2025-09-02,Banco Popular,,60.6,63.6
2025-09-02,BHD,,60.8,63.6
2025-09-02,Banco Caribe,,62.5,63.5
2025-09-02,BDI,,62.6,63.6
2025-09-02,Vimenca,,62.6,63.6
2025-09-02,BLH,,62.3,63.6
2025-09-02,Banesco,,61,63.6
2025-09-02,Ademi,,62.65,63.6
2025-09-02,Quezada,,63.1,63.75
2025-09-02,Lafise,,61.6,63.6
2025-09-02,Promerica,,62.1,63.6
2025-09-02,Santa Cruz,,62.6,63.6
