date,bank,tipo,buy,sell
2025-11-23,Scotiabank,Dólar (US) Canales Digitales*,61.65,64.05
2025-11-23,Scotiabank,Dólar (US) Sucursales,61.65,64.05
2025-11-23,Banreservas,,61.8,63.8
2025-11-23,BHD,,61.8,64
2025-11-23,Banco Caribe,,62,64
2025-11-23,BDI,,61.75,63.849999999999994
2025-11-23,Vimenca,,62,64
2025-11-23,BLH,,,
2025-11-23,Banesco,,61.75,63.949999999999996
2025-11-23,Ademi,,62,64
2025-11-23,Quezada,,62.25,63.5
2025-11-23,Lafise,,62,64
2025-11-23,Promerica,,61.8,64
2025-11-23,Santa Cruz,,62.25,64
