date,bank,tipo,buy,sell
2026-02-20,Scotiabank,Dólar (US) Canales Digitales*,60.15,62.95
2026-02-20,Scotiabank,Dólar (US) Sucursales,60.15,62.95
2026-02-20,Banreservas,NA,60.5,62.5
2026-02-20,Banco Caribe,NA,60.5,62.8
2026-02-20,BDI,NA,60.5,62.5
2026-02-20,Vimenca,NA,NA,NA
2026-02-20,BLH,NA,NA,NA
2026-02-20,Banesco,NA,60.4,62.8
2026-02-20,Ademi,NA,60.5,62.5
2026-02-20,Quezada,NA,60.6,61.949999999999996
2026-02-20,Lafise,NA,60.35,62.5
2026-02-20,Promerica,NA,60.75,63
2026-02-20,Banco Popular,NA,59.6,62.8
