date,bank,tipo,buy,sell
2025-06-20,Scotiabank,Dólar (US) Sucursales,57.7,60.5
2025-06-20,Scotiabank,Dólar (US) Canales Digitales*,57.8,60.4
2025-06-20,Banreservas,,58.4,60.25
2025-06-20,Banco Popular,,57.5,60.5
2025-06-20,BHD,,57.75,60.5
2025-06-20,Banco Caribe,,58.4,60.25
2025-06-20,BDI,,58.7,60.2
2025-06-20,Vimenca,,58.75,60.5
2025-06-20,BLH,,58.2,60.4
2025-06-20,Banesco,,58.4,60.5
2025-06-20,Ademi,,58.5,60.25
2025-06-20,Quezada,,59.2,59.75
2025-06-20,Lafise,,58.15,60.5
2025-06-20,Promerica,,58.25,60.5
2025-06-20,Santa Cruz,,59,60.5
