date,bank,tipo,buy,sell
2025-08-24,Scotiabank,Dólar (US) Canales Digitales*,60.3,62.95
2025-08-24,Scotiabank,Dólar (US) Sucursales,60.2,63.05
2025-08-24,Banreservas,,61.05,63.05
2025-08-24,Banco Popular,,60.1,63.1
2025-08-24,BHD,,60.3,63.1
2025-08-24,Banco Caribe,,61.949999999999996,62.949999999999996
2025-08-24,BDI,,62,63
2025-08-24,Vimenca,,62.1,63.1
2025-08-24,BLH,,61.8,63.1
2025-08-24,Banesco,,61,63.1
2025-08-24,Ademi,,62.1,63.1
2025-08-24,Quezada,,62.3,63.3
2025-08-24,Lafise,,61.1,63.1
2025-08-24,Promerica,,61.6,63.1
2025-08-24,Santa Cruz,,62.1,63.1
