date,bank,tipo,buy,sell
2025-07-16,Scotiabank,Dólar (US) Sucursales,58.05,60.85
2025-07-16,Scotiabank,Dólar (US) Canales Digitales*,58.15,60.75
2025-07-16,Banreservas,,58.849999999999994,60.7
2025-07-16,Banco Popular,,57.8,60.75
2025-07-16,BHD,,57.949999999999996,60.75
2025-07-16,Banco Caribe,,59.65,60.7
2025-07-16,BDI,,59.8,60.75
2025-07-16,Vimenca,,59.75,60.75
2025-07-16,BLH,,59.3,60.75
2025-07-16,Banesco,,58.4,60.75
2025-07-16,Ademi,,59.5,60.75
2025-07-16,Quezada,,60.2,61.1
2025-07-16,Lafise,,58.75,60.75
