date,bank,tipo,buy,sell
2025-08-07,Scotiabank,Dólar (US) Sucursales,58.8,61.65
2025-08-07,Scotiabank,Dólar (US) Canales Digitales*,58.9,61.55
2025-08-07,Banreservas,,59.449999999999996,61.449999999999996
2025-08-07,Banco Popular,,58.55,61.5
2025-08-07,BHD,,58.8,61.5
2025-08-07,Banco Caribe,,60.5,61.5
2025-08-07,BDI,,60.5,61.5
2025-08-07,Vimenca,,60.5,61.5
2025-08-07,BLH,,60.3,61.5
2025-08-07,Banesco,,59,61.5
2025-08-07,Ademi,,60.5,61.5
2025-08-07,Quezada,,61,61.65
2025-08-07,Lafise,,59.5,61.5
2025-08-07,Promerica,,60.25,61.5
2025-08-07,Santa Cruz,,60.6,61.6
