date,bank,tipo,buy,sell
2025-04-24,Scotiabank,Dólar (USD) Sucursales,57.9,60.65
2025-04-24,Scotiabank,Dólar (USD) Canales Digitales*,58.3,60.55
2025-04-24,Banreservas,,58.4,60.25
2025-04-24,Banco Popular,,58.45,60.85
2025-04-24,BHD,,58.55,60.75
2025-04-24,Santa Cruz,,58.25,60.849999999999994
2025-04-24,Banco Caribe,,58.5,60.75
2025-04-24,BDI,,58.4,60.5
2025-04-24,Vimenca,,58.5,60.75
2025-04-24,BLH,,58.1,60.5
2025-04-24,Promerica,,58.5,60.75
2025-04-24,Banesco,,58.5,60.75
2025-04-24,Lafise,,58.5,60.85
2025-04-24,Ademi,,58.8,60.7
2025-04-24,Quezada,,58.5,59.75
