date,bank,tipo,buy,sell
2025-10-30,Scotiabank,Dólar (US) Canales Digitales*,62.4,64.5
2025-10-30,Scotiabank,Dólar (US) Sucursales,62.3,64.5
2025-10-30,Banreservas,,62.4,64.4
2025-10-30,BHD,,62.449999999999996,64.5
2025-10-30,Banco Caribe,,63.449999999999996,64.45
2025-10-30,BDI,,63.5,64.5
2025-10-30,Vimenca,,63.3,64.5
2025-10-30,BLH,,,
2025-10-30,Banesco,,62.65,64.5
2025-10-30,Ademi,,63.4,64.5
2025-10-30,Quezada,,63.8,64.6
2025-10-30,Lafise,,62.5,64.5
2025-10-30,Promerica,,62.5,64.5
2025-10-30,Santa Cruz,,63.3,64.5
