date,bank,tipo,buy,sell
2025-09-29,Scotiabank,Dólar (US) Canales Digitales*,60.95,62.85
2025-09-29,Scotiabank,Dólar (US) Sucursales,60.9,62.9
2025-09-29,Banreservas,,60.8,62.8
2025-09-29,Banco Popular,,60.9,62.9
2025-09-29,BHD,,60.9,62.9
2025-09-29,Banco Caribe,,61.6,62.6
2025-09-29,BDI,,61.5,62.9
2025-09-29,Vimenca,,61.5,62.9
2025-09-29,BLH,,,
2025-09-29,Banesco,,60.9,62.9
2025-09-29,Ademi,,61.1,62.9
2025-09-29,Quezada,,62,62.949999999999996
2025-09-29,Lafise,,60.9,62.9
2025-09-29,Promerica,,60.9,62.9
2025-09-29,Santa Cruz,,61.7,62.9
