date,bank,tipo,buy,sell
2025-09-06,Scotiabank,Dólar (US) Canales Digitales*,61.4,64.05
2025-09-06,Scotiabank,Dólar (US) Sucursales,61.3,64.15
2025-09-06,Banreservas,,62,64
2025-09-06,Banco Popular,,61.1,64.1
2025-09-06,BHD,,61.3,64.1
2025-09-06,Banco Caribe,,63.05,64.05
2025-09-06,BDI,,63.05,64.05
2025-09-06,Vimenca,,63,64.05
2025-09-06,BLH,,62.9,64.1
2025-09-06,Banesco,,61.2,64.1
2025-09-06,Ademi,,62.7,63.849999999999994
2025-09-06,Quezada,,63.75,64.25
2025-09-06,Lafise,,62.05,64.05
2025-09-06,Promerica,,,
2025-09-06,Santa Cruz,,63.05,64.05
