date,bank,tipo,buy,sell
2025-07-24,Scotiabank,Dólar (US) Sucursales,58.35,61.2
2025-07-24,Scotiabank,Dólar (US) Canales Digitales*,58.45,61.1
2025-07-24,Banreservas,,59.05,61.05
2025-07-24,Banco Popular,,58.15,61.1
2025-07-24,BHD,,58.4,61.1
2025-07-24,Banco Caribe,,60,61.1
2025-07-24,BDI,,60.1,61.1
2025-07-24,Vimenca,,0,0
2025-07-24,BLH,,59.9,61.1
2025-07-24,Banesco,,58.6,61.1
2025-07-24,Ademi,,60.1,61.1
2025-07-24,Quezada,,60.6,61.3
2025-07-24,Lafise,,59.1,61.1
2025-07-24,Promerica,,58.849999999999994,61.1
2025-07-24,Santa Cruz,,60.1,61.1
