date,bank,tipo,buy,sell
2025-09-09,Scotiabank,Dólar (US) Canales Digitales*,61.45,64.1
2025-09-09,Scotiabank,Dólar (US) Sucursales,61.35,64.2
2025-09-09,Banreservas,,61.949999999999996,63.949999999999996
2025-09-09,Banco Popular,,61.1,64.1
2025-09-09,BHD,,61.3,64.1
2025-09-09,Banco Caribe,,63.05,64.05
2025-09-09,BDI,,63.1,64.1
2025-09-09,Vimenca,,63,64.1
2025-09-09,BLH,,62.9,64.1
2025-09-09,Banesco,,61.2,64.1
2025-09-09,Ademi,,63.1,64.1
2025-09-09,Quezada,,63.25,64.2
2025-09-09,Lafise,,62.1,64.1
2025-09-09,Promerica,,62.449999999999996,64.1
2025-09-09,Santa Cruz,,63.1,64.1
