date,bank,tipo,buy,sell
2025-04-08,Scotiabank,Dólar (USD) Sucursales,61.15,63.2
2025-04-08,Scotiabank,Dólar (USD) Canales Digitales*,61.25,62.95
2025-04-08,Banreservas,,61.349999999999994,62.849999999999994
2025-04-08,Banco Popular,,61,63
2025-04-08,BHD,,61.1,63
2025-04-08,Santa Cruz,,61.5,63
2025-04-08,Banco Caribe,,61.2,63
2025-04-08,BDI,,61.15,62.849999999999994
2025-04-08,Vimenca,,61,63
2025-04-08,BLH,,61,63
2025-04-08,Promerica,,61.3,63.1
2025-04-08,Banesco,,61,63.1
2025-04-08,Lafise,,61.1,63
2025-04-08,Ademi,,61.5,63.2
2025-04-08,Quezada,,61,61.949999999999996
