date,bank,tipo,buy,sell
2025-07-20,Scotiabank,Dólar (US) Sucursales,58.25,61.1
2025-07-20,Scotiabank,Dólar (US) Canales Digitales*,58.35,61
2025-07-20,Banreservas,,59,60.849999999999994
2025-07-20,Banco Popular,,58.05,61
2025-07-20,BHD,,58.2,61
2025-07-20,Banco Caribe,,59.949999999999996,60.849999999999994
2025-07-20,BDI,,60,60.949999999999996
2025-07-20,Vimenca,,0,0
2025-07-20,BLH,,59.7,61
2025-07-20,Banesco,,58.5,61
2025-07-20,Ademi,,59.8,60.949999999999996
2025-07-20,Quezada,,60.5,61.1
2025-07-20,Lafise,,59,61
2025-07-20,Promerica,,58.75,61
2025-07-20,Santa Cruz,,60,61
