date,bank,tipo,buy,sell
2025-06-10,Scotiabank,Dólar (US) Sucursales,57.8,60.5
2025-06-10,Scotiabank,Dólar (US) Canales Digitales*,57.9,60.4
2025-06-10,Banreservas,,58.4,60.25
2025-06-10,Banco Popular,,57.5,60.5
2025-06-10,BHD,,57.6,60.25
2025-06-10,Banco Caribe,,58.25,59.9
2025-06-10,Vimenca,,58.5,60.25
2025-06-10,BLH,,58.2,60.2
2025-06-10,Banesco,,58.4,60.5
2025-06-10,Ademi,,58.5,60.25
2025-06-10,Quezada,,58.9,59.5
2025-06-10,Lafise,,58.15,60.5
2025-06-10,Promerica,,58.25,60.5
2025-06-10,Santa Cruz,,58.5,60.25
