date,bank,tipo,buy,sell
2025-09-05,Scotiabank,Dólar (US) Canales Digitales*,61.2,63.85
2025-09-05,Scotiabank,Dólar (US) Sucursales,61.1,63.95
2025-09-05,Banreservas,,62,64
2025-09-05,Banco Popular,,61.05,64.05
2025-09-05,BHD,,61.25,64.05
2025-09-05,Banco Caribe,,62.849999999999994,63.849999999999994
2025-09-05,BDI,,62.949999999999996,64.05
2025-09-05,Vimenca,,63,64.05
2025-09-05,BLH,,62.7,64.05
2025-09-05,Banesco,,61.15,64.05
2025-09-05,Ademi,,62.7,63.849999999999994
2025-09-05,Quezada,,63.3,64.25
2025-09-05,Lafise,,62.05,64.05
2025-09-05,Promerica,,62.4,64.05
2025-09-05,Santa Cruz,,62.849999999999994,63.849999999999994
