date,bank,tipo,buy,sell
2025-07-02,Scotiabank,Dólar (US) Sucursales,57.8,60.6
2025-07-02,Scotiabank,Dólar (US) Canales Digitales*,57.9,60.5
2025-07-02,Banreservas,,58.65,60.5
2025-07-02,Banco Popular,,57.55,60.55
2025-07-02,BHD,,57.75,60.55
2025-07-02,Banco Caribe,,59.25,60.5
2025-07-02,BDI,,59,60.5
2025-07-02,Vimenca,,59,60.55
2025-07-02,BLH,,58.4,60.5
2025-07-02,Banesco,,58.4,60.55
2025-07-02,Ademi,,58.65,60.5
2025-07-02,Quezada,,59.8,60.4
2025-07-02,Lafise,,58.45,60.5
2025-07-02,Promerica,,58.3,60.55
2025-07-02,Santa Cruz,,59.25,60.5
