date,bank,tipo,buy,sell
2025-05-15,Scotiabank,Dólar (US) Sucursales,57.9,60.85
2025-05-15,Scotiabank,Dólar (US) Canales Digitales*,58.1,60.6
2025-05-15,Banreservas,,58.4,60.25
2025-05-15,Banco Popular,,58,60.5
2025-05-15,BHD,,58,60.25
2025-05-15,Santa Cruz,,58.25,60.25
2025-05-15,Banco Caribe,,58.25,59.9
2025-05-15,BDI,,58.3,59.9
2025-05-15,Vimenca,,58.25,60.25
2025-05-15,BLH,,58.1,60.1
2025-05-15,Promerica,,58.25,60.5
2025-05-15,Banesco,,58.4,60.5
2025-05-15,Lafise,,58.15,60.5
2025-05-15,Ademi,,58.3,60.25
2025-05-15,Quezada,,58.5,59.2
