date,bank,tipo,buy,sell
2025-09-12,Scotiabank,Dólar (US) Canales Digitales*,61,63.8
2025-09-12,Scotiabank,Dólar (US) Sucursales,60.9,63.9
2025-09-12,Banreservas,,61.7,63.7
2025-09-12,Banco Popular,,60.9,63.75
2025-09-12,BHD,,60.949999999999996,63.75
2025-09-12,Banco Caribe,,61.7,63.7
2025-09-12,BDI,,61.75,63.75
2025-09-12,Vimenca,,61.25,63.8
2025-09-12,BLH,,61.2,63.7
2025-09-12,Banesco,,61.1,63.75
2025-09-12,Ademi,,62.25,63.75
2025-09-12,Quezada,,62,63.75
2025-09-12,Lafise,,61.75,63.75
2025-09-12,Promerica,,62,63.8
2025-09-12,Santa Cruz,,62,63.75
