date,bank,tipo,buy,sell
2025-08-08,Scotiabank,Dólar (US) Sucursales,58.85,61.7
2025-08-08,Scotiabank,Dólar (US) Canales Digitales*,58.95,61.6
2025-08-08,Banreservas,,59.55,61.55
2025-08-08,Banco Popular,,58.65,61.6
2025-08-08,BHD,,58.9,61.6
2025-08-08,Banco Caribe,,60.6,61.6
2025-08-08,BDI,,60.6,61.6
2025-08-08,Vimenca,,60.6,61.6
2025-08-08,BLH,,60.5,61.65
2025-08-08,Banesco,,59,61.6
2025-08-08,Ademi,,60.5,61.5
2025-08-08,Quezada,,61.2,61.849999999999994
2025-08-08,Lafise,,59.6,61.6
2025-08-08,Promerica,,60.349999999999994,61.6
2025-08-08,Santa Cruz,,60.6,61.6
