date,bank,tipo,buy,sell
2025-05-17,Scotiabank,Dólar (US) Sucursales,58,60.45
2025-05-17,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.35
2025-05-17,Banreservas,,58.4,60.25
2025-05-17,Banco Popular,,58,60.5
2025-05-17,BHD,,58,60.25
2025-05-17,Santa Cruz,,58.25,60.25
2025-05-17,Banco Caribe,,58.25,59.9
2025-05-17,BDI,,58.4,59.9
2025-05-17,Vimenca,,58.25,60.25
2025-05-17,BLH,,58.1,60.1
2025-05-17,Promerica,,58.25,60.5
2025-05-17,Banesco,,58.4,60.5
2025-05-17,Lafise,,58.15,60.5
2025-05-17,Ademi,,58.3,60.25
2025-05-17,Quezada,,58.5,59.2
