date,bank,tipo,buy,sell
2025-08-19,Scotiabank,Dólar (US) Canales Digitales*,59.7,62.35
2025-08-19,Scotiabank,Dólar (US) Sucursales,59.6,62.45
2025-08-19,Banreservas,,60.449999999999996,62.449999999999996
2025-08-19,Banco Popular,,59.55,62.5
2025-08-19,BHD,,59.8,62.5
2025-08-19,Banco Caribe,,61.5,62.5
2025-08-19,BDI,,61.2,62.25
2025-08-19,Vimenca,,0,0
2025-08-19,BLH,,61.1,62.35
2025-08-19,Banesco,,59.15,62.5
2025-08-19,Ademi,,61.349999999999994,62.349999999999994
2025-08-19,Quezada,,61.75,62.75
2025-08-19,Lafise,,60.5,62.5
2025-08-19,Promerica,,61,62.5
2025-08-19,Santa Cruz,,61.5,62.5
