date,bank,tipo,buy,sell
2025-10-22,Scotiabank,Dólar (US) Canales Digitales*,62.35,64.25
2025-10-22,Scotiabank,Dólar (US) Sucursales,62.3,64.3
2025-10-22,Banreservas,,62.15,64.14999999999999
2025-10-22,BHD,,62.2,64.25
2025-10-22,Banco Caribe,,63.05,64.05
2025-10-22,BDI,,63.25,64.25
2025-10-22,Vimenca,,62.849999999999994,64.14999999999999
2025-10-22,BLH,,,
2025-10-22,Banesco,,62.15,64.25
2025-10-22,Ademi,,62.7,63.949999999999996
2025-10-22,Lafise,,62.25,64.25
2025-10-22,Promerica,,62.25,64.25
2025-10-22,Santa Cruz,,63.05,64.25
