date,bank,tipo,buy,sell
2025-08-12,Scotiabank,Dólar (US) Canales Digitales*,59.15,61.8
2025-08-12,Scotiabank,Dólar (US) Sucursales,59.05,61.9
2025-08-12,Banreservas,,59.75,61.75
2025-08-12,Banco Popular,,58.9,61.85
2025-08-12,BHD,,59.1,61.8
2025-08-12,Banco Caribe,,60.6,61.6
2025-08-12,BDI,,60.8,61.8
2025-08-12,Vimenca,,0,0
2025-08-12,BLH,,60.6,61.8
2025-08-12,Banesco,,59.05,61.849999999999994
2025-08-12,Ademi,,60.849999999999994,61.849999999999994
2025-08-12,Quezada,,61.3,61.949999999999996
2025-08-12,Lafise,,59.85,61.85
2025-08-12,Promerica,,60.449999999999996,61.849999999999994
2025-08-12,Santa Cruz,,60.849999999999994,61.849999999999994
