date,bank,tipo,buy,sell
2025-04-15,Scotiabank,Dólar (USD) Sucursales,59,61.8
2025-04-15,Scotiabank,Dólar (USD) Canales Digitales*,59.3,61.5
2025-04-15,Banreservas,,,
2025-04-15,Banco Popular,,59.3,61.5
2025-04-15,BHD,,59.349999999999994,61.5
2025-04-15,Santa Cruz,,59,61.5
2025-04-15,Banco Caribe,,59,61.75
2025-04-15,BDI,,59,61
2025-04-15,Vimenca,,59,61.5
2025-04-15,BLH,,59,61.3
2025-04-15,Promerica,,59.25,61.75
2025-04-15,Banesco,,59.15,61.5
2025-04-15,Lafise,,59.25,61.5
2025-04-15,Ademi,,59.3,61.5
2025-04-15,Quezada,,59,60.5
