date,bank,tipo,buy,sell
2025-11-19,Scotiabank,Dólar (US) Canales Digitales*,62.15,64.25
2025-11-19,Scotiabank,Dólar (US) Sucursales,62.05,64.25
2025-11-19,Banreservas,,61.9,63.9
2025-11-19,BHD,,62.15,64.35
2025-11-19,Banco Caribe,,62,64
2025-11-19,BDI,,62.25,64
2025-11-19,Vimenca,,62.5,64.3
2025-11-19,BLH,,,
2025-11-19,Banesco,,62.3,64.45
2025-11-19,Ademi,,62.75,64.35
2025-11-19,Quezada,,62.5,63.949999999999996
2025-11-19,Lafise,,62,64
2025-11-19,Promerica,,62.25,64.45
2025-11-19,Santa Cruz,,62.5,64.45
