date,bank,tipo,buy,sell
2025-09-08,Scotiabank,Dólar (US) Canales Digitales*,61.4,64.05
2025-09-08,Scotiabank,Dólar (US) Sucursales,61.3,64.15
2025-09-08,Banreservas,,62.05,64.05
2025-09-08,Banco Popular,,61.1,64.1
2025-09-08,BHD,,61.3,64.1
2025-09-08,Banco Caribe,,63.05,64.05
2025-09-08,BDI,,63.1,64.1
2025-09-08,Vimenca,,63,64.1
2025-09-08,BLH,,62.9,64.1
2025-09-08,Banesco,,61.2,64.1
2025-09-08,Ademi,,62.7,63.849999999999994
2025-09-08,Quezada,,63.5,64.25
2025-09-08,Lafise,,62.1,64.1
2025-09-08,Promerica,,62.449999999999996,64.1
2025-09-08,Santa Cruz,,63.05,64.05
