date,bank,tipo,buy,sell
2025-08-21,Scotiabank,Dólar (US) Canales Digitales*,60.15,62.8
2025-08-21,Scotiabank,Dólar (US) Sucursales,60.05,62.9
2025-08-21,Banreservas,,60.75,62.75
2025-08-21,Banco Popular,,59.75,62.8
2025-08-21,BHD,,60,62.8
2025-08-21,Banco Caribe,,61.65,62.65
2025-08-21,BDI,,61.8,62.8
2025-08-21,Vimenca,,61.8,62.8
2025-08-21,BLH,,61.5,62.8
2025-08-21,Banesco,,61,62.8
2025-08-21,Ademi,,61.349999999999994,62.349999999999994
2025-08-21,Quezada,,61.8,62.949999999999996
2025-08-21,Lafise,,60.8,62.8
2025-08-21,Promerica,,61.3,62.8
2025-08-21,Santa Cruz,,61.7,62.7
