date,bank,tipo,buy,sell
2025-07-11,Scotiabank,Dólar (US) Sucursales,58.05,60.85
2025-07-11,Scotiabank,Dólar (US) Canales Digitales*,58.15,60.75
2025-07-11,Banreservas,,58.849999999999994,60.7
2025-07-11,Banco Popular,,57.75,60.75
2025-07-11,BHD,,57.949999999999996,60.75
2025-07-11,Banco Caribe,,59.65,60.7
2025-07-11,BDI,,59.8,60.75
2025-07-11,Vimenca,,59.75,60.75
2025-07-11,BLH,,59,60.75
2025-07-11,Banesco,,58.4,60.75
2025-07-11,Ademi,,59.5,60.75
2025-07-11,Quezada,,60.1,60.949999999999996
2025-07-11,Lafise,,58.75,60.75
2025-07-11,Promerica,,58.5,60.75
2025-07-11,Santa Cruz,,59.6,60.75
