date,bank,tipo,buy,sell
2025-07-18,Scotiabank,Dólar (US) Sucursales,58.1,60.9
2025-07-18,Scotiabank,Dólar (US) Canales Digitales*,58.2,60.8
2025-07-18,Banreservas,,59,60.849999999999994
2025-07-18,Banco Popular,,57.95,60.9
2025-07-18,BHD,,58.1,60.9
2025-07-18,Banco Caribe,,59.949999999999996,60.849999999999994
2025-07-18,BDI,,60,60.9
2025-07-18,Vimenca,,59.9,60.9
2025-07-18,BLH,,59.4,60.8
2025-07-18,Banesco,,58.4,60.9
2025-07-18,Ademi,,59.8,60.9
2025-07-18,Quezada,,60.5,61.1
2025-07-18,Lafise,,58.9,60.9
2025-07-18,Promerica,,58.65,60.9
2025-07-18,Santa Cruz,,59.8,60.8
