date,bank,tipo,buy,sell
2025-05-03,Scotiabank,Dólar (USD) Sucursales,57.9,60.85
2025-05-03,Scotiabank,Dólar (USD) Canales Digitales*,58.1,60.6
2025-05-03,Banreservas,,58.4,60.25
2025-05-03,Banco Popular,,58.1,60.6
2025-05-03,BHD,,58.1,60.25
2025-05-03,Santa Cruz,,58.25,60.5
2025-05-03,Banco Caribe,,58.4,60.25
2025-05-03,BDI,,58.3,60.2
2025-05-03,Vimenca,,0,0
2025-05-03,BLH,,58.1,60.3
2025-05-03,Promerica,,58.5,60.75
2025-05-03,Banesco,,58.4,60.5
2025-05-03,Lafise,,58.25,60.6
2025-05-03,Ademi,,58.4,60.5
2025-05-03,Quezada,,58.4,59.2
