date,bank,tipo,buy,sell
2025-07-26,Scotiabank,Dólar (US) Sucursales,58.35,61.2
2025-07-26,Scotiabank,Dólar (US) Canales Digitales*,58.45,61.1
2025-07-26,Banreservas,,59.15,61.15
2025-07-26,Banco Popular,,58.25,61.2
2025-07-26,BHD,,58.5,61.2
2025-07-26,Banco Caribe,,60,61.1
2025-07-26,BDI,,60.2,61.2
2025-07-26,Vimenca,,0,0
2025-07-26,BLH,,60,61.2
2025-07-26,Banesco,,58.7,61.2
2025-07-26,Ademi,,60.1,61.1
2025-07-26,Quezada,,60.7,61.4
2025-07-26,Lafise,,59.2,61.2
2025-07-26,Promerica,,58.949999999999996,61.2
2025-07-26,Santa Cruz,,60.3,61.3
