date,bank,tipo,buy,sell
2025-08-30,Scotiabank,Dólar (US) Canales Digitales*,60.85,63.5
2025-08-30,Scotiabank,Dólar (US) Sucursales,60.75,63.6
2025-08-30,Banreservas,,61.349999999999994,63.349999999999994
2025-08-30,Banco Popular,,60.5,63.5
2025-08-30,BHD,,60.7,63.5
2025-08-30,Banco Caribe,,62.2,63.2
2025-08-30,BDI,,62.449999999999996,63.449999999999996
2025-08-30,Vimenca,,62.5,63.5
2025-08-30,BLH,,62.2,63.5
2025-08-30,Banesco,,61,63.5
2025-08-30,Ademi,,62.3,63.3
2025-08-30,Quezada,,63,63.75
2025-08-30,Lafise,,61.4,63.4
2025-08-30,Promerica,,,
2025-08-30,Santa Cruz,,62.5,63.5
