date,bank,tipo,buy,sell
2025-06-26,Scotiabank,Dólar (US) Sucursales,57.7,60.5
2025-06-26,Scotiabank,Dólar (US) Canales Digitales*,57.8,60.4
2025-06-26,Banreservas,,58.4,60.25
2025-06-26,Banco Popular,,57.5,60.5
2025-06-26,BHD,,57.75,60.5
2025-06-26,Banco Caribe,,58.5,60.4
2025-06-26,BDI,,58.8,60.3
2025-06-26,Vimenca,,58.75,60.5
2025-06-26,BLH,,58.2,60.5
2025-06-26,Banesco,,58.4,60.5
2025-06-26,Ademi,,58.65,60.5
2025-06-26,Quezada,,59.4,60.25
2025-06-26,Lafise,,58.45,60.5
2025-06-26,Promerica,,58.25,60.5
2025-06-26,Santa Cruz,,59,60.5
