date,bank,tipo,buy,sell
2025-04-25,Scotiabank,Dólar (USD) Sucursales,57.9,60.65
2025-04-25,Scotiabank,Dólar (USD) Canales Digitales*,58.3,60.55
2025-04-25,Banreservas,,,
2025-04-25,Banco Popular,,58.45,60.85
2025-04-25,BHD,,58.4,60.6
2025-04-25,Santa Cruz,,58.25,60.75
2025-04-25,Banco Caribe,,58.5,60.75
2025-04-25,BDI,,58.4,60.2
2025-04-25,Vimenca,,0,0
2025-04-25,BLH,,58.1,60.5
2025-04-25,Promerica,,58.5,60.75
2025-04-25,Banesco,,58.4,60.5
2025-04-25,Lafise,,58.5,60.85
2025-04-25,Ademi,,58.4,60.5
2025-04-25,Quezada,,58.5,59.5
