date,bank,tipo,buy,sell
2025-04-11,Scotiabank,Dólar (USD) Sucursales,59.9,62.25
2025-04-11,Scotiabank,Dólar (USD) Canales Digitales*,60.05,62
2025-04-11,Banreservas,,60.349999999999994,61.949999999999996
2025-04-11,Banco Popular,,59.95,61.99
2025-04-11,BHD,,60,62
2025-04-11,Santa Cruz,,60,62
2025-04-11,Banco Caribe,,60.25,62.25
2025-04-11,BDI,,60,62
2025-04-11,Vimenca,,60,62
2025-04-11,BLH,,59.8,62
2025-04-11,Promerica,,60.25,62.25
2025-04-11,Banesco,,60,62
2025-04-11,Ademi,,59.949999999999996,61.9
2025-04-11,Quezada,,60,61.3
