date,bank,tipo,buy,sell
2026-03-04,Scotiabank,Dólar (US) Canales Digitales*,58.4,61.4
2026-03-04,Scotiabank,Dólar (US) Sucursales,58.4,61.4
2026-03-04,Banreservas,,58.8,60.8
2026-03-04,Banco Popular,,58.35,61.5
2026-03-04,BHD,,58.5,61.2
2026-03-04,Banco Caribe,,58.9,61
2026-03-04,BDI,,59.2,61
2026-03-04,Vimenca,,59,61
2026-03-04,BLH,,58.4,60.7
2026-03-04,Banesco,,58.75,61
2026-03-04,Ademi,,58.949999999999996,60.949999999999996
2026-03-04,Quezada,,59.25,60.5
2026-03-04,Lafise,,58.9,61.2
2026-03-04,Promerica,,59,61.5
