date,bank,tipo,buy,sell
2025-11-22,Scotiabank,Dólar (US) Canales Digitales*,61.65,64.05
2025-11-22,Scotiabank,Dólar (US) Sucursales,61.65,64.05
2025-11-22,Banreservas,,61.8,63.8
2025-11-22,BHD,,61.8,64
2025-11-22,Banco Caribe,,62,64
2025-11-22,BDI,,61.75,63.849999999999994
2025-11-22,Vimenca,,62,64
2025-11-22,BLH,,,
2025-11-22,Banesco,,61.75,63.949999999999996
2025-11-22,Ademi,,62,64
2025-11-22,Quezada,,62.25,63.5
2025-11-22,Lafise,,0,0
2025-11-22,Promerica,,61.8,64
2025-11-22,Santa Cruz,,62.25,64
