date,bank,tipo,buy,sell
2025-09-17,Scotiabank,Dólar (US) Canales Digitales*,60.65,63.4
2025-09-17,Scotiabank,Dólar (US) Sucursales,60.55,63.5
2025-09-17,Banreservas,,61.4,63.4
2025-09-17,Banco Popular,,60.55,63.4
2025-09-17,BHD,,60.6,63.4
2025-09-17,Banco Caribe,,61,62.9
2025-09-17,BDI,,61,63.3
2025-09-17,Vimenca,,60.6,63.3
2025-09-17,BLH,,60.6,63.2
2025-09-17,Banesco,,60.9,63.4
2025-09-17,Ademi,,60.9,63.3
2025-09-17,Quezada,,61.3,62.5
2025-09-17,Lafise,,61.4,63.4
2025-09-17,Promerica,,61,63.4
2025-09-17,Santa Cruz,,61.5,63.4
