date,bank,tipo,buy,sell
2025-06-23,Scotiabank,Dólar (US) Sucursales,57.7,60.5
2025-06-23,Scotiabank,Dólar (US) Canales Digitales*,57.8,60.4
2025-06-23,Banreservas,,58.4,60.25
2025-06-23,Banco Popular,,57.5,60.5
2025-06-23,BHD,,57.75,60.5
2025-06-23,Banco Caribe,,58.4,60.25
2025-06-23,BDI,,58.8,60.3
2025-06-23,Vimenca,,0,0
2025-06-23,BLH,,58.2,60.4
2025-06-23,Banesco,,58.4,60.5
2025-06-23,Ademi,,58.65,60.5
2025-06-23,Quezada,,59.2,59.949999999999996
2025-06-23,Lafise,,58.15,60.5
2025-06-23,Promerica,,58.25,60.5
2025-06-23,Santa Cruz,,59,60.5
