date,bank,tipo,buy,sell
2025-04-09,Scotiabank,Dólar (USD) Sucursales,61,63.05
2025-04-09,Scotiabank,Dólar (USD) Canales Digitales*,61.1,62.8
2025-04-09,Banreservas,,61.25,62.75
2025-04-09,Banco Popular,,60.85,62.9
2025-04-09,BHD,,61,62.9
2025-04-09,Santa Cruz,,61,62.9
2025-04-09,Banco Caribe,,61.2,63
2025-04-09,BDI,,61.1,62.7
2025-04-09,Vimenca,,60.9,62.9
2025-04-09,BLH,,60.8,62.8
2025-04-09,Promerica,,61,63
2025-04-09,Banesco,,61,63.1
2025-04-09,Lafise,,61,62.9
2025-04-09,Ademi,,61.1,62.9
2025-04-09,Quezada,,61,61.949999999999996
