date,bank,tipo,buy,sell
2025-05-01,Scotiabank,Dólar (USD) Sucursales,57.9,60.85
2025-05-01,Scotiabank,Dólar (USD) Canales Digitales*,58.1,60.6
2025-05-01,Banreservas,,58.4,60.25
2025-05-01,Banco Popular,,58.1,60.6
2025-05-01,BHD,,58.25,60.5
2025-05-01,Santa Cruz,,58.25,60.5
2025-05-01,Banco Caribe,,58.4,60.25
2025-05-01,BDI,,58.2,60.2
2025-05-01,Vimenca,,58.4,60.5
2025-05-01,BLH,,58.1,60.3
2025-05-01,Promerica,,58.5,60.75
2025-05-01,Banesco,,58.4,60.5
2025-05-01,Lafise,,58.25,60.6
2025-05-01,Ademi,,58.4,60.5
2025-05-01,Quezada,,58.4,59.3
