date,bank,tipo,buy,sell
2025-04-20,Scotiabank,Dólar (USD) Sucursales,58.55,61.55
2025-04-20,Scotiabank,Dólar (USD) Canales Digitales*,58.85,61.25
2025-04-20,Banreservas,,59.15,61
2025-04-20,Banco Popular,,58.85,61.25
2025-04-20,BHD,,59.1,61.25
2025-04-20,Santa Cruz,,59,61.25
2025-04-20,Banco Caribe,,59,61
2025-04-20,BDI,,58.75,60.75
2025-04-20,Vimenca,,58.849999999999994,61.25
2025-04-20,BLH,,58.5,60.9
2025-04-20,Promerica,,59,61.25
2025-04-20,Banesco,,59,61.3
2025-04-20,Lafise,,59,61.25
2025-04-20,Ademi,,59,61.2
2025-04-20,Quezada,,59,60.5
