date,bank,tipo,buy,sell
2025-08-25,Scotiabank,Dólar (US) Canales Digitales*,60.3,62.95
2025-08-25,Scotiabank,Dólar (US) Sucursales,60.2,63.05
2025-08-25,Banreservas,,61.05,63.05
2025-08-25,Banco Popular,,60.1,63.1
2025-08-25,BHD,,60.3,63.1
2025-08-25,Banco Caribe,,62.05,63.05
2025-08-25,BDI,,62.1,63.1
2025-08-25,Vimenca,,62.1,63.1
2025-08-25,BLH,,61.8,63.1
2025-08-25,Banesco,,61,63.1
2025-08-25,Ademi,,62.1,63.1
2025-08-25,Quezada,,62.3,63.3
2025-08-25,Lafise,,61.1,63.1
2025-08-25,Promerica,,61.6,63.1
2025-08-25,Santa Cruz,,62.1,63.1
