date,bank,tipo,buy,sell
2025-07-25,Scotiabank,Dólar (US) Sucursales,58.35,61.2
2025-07-25,Scotiabank,Dólar (US) Canales Digitales*,58.45,61.1
2025-07-25,Banreservas,,59.05,61.05
2025-07-25,Banco Popular,,58.15,61.1
2025-07-25,BHD,,58.4,61.1
2025-07-25,Banco Caribe,,60,61.1
2025-07-25,BDI,,60.1,61.1
2025-07-25,Vimenca,,0,0
2025-07-25,BLH,,60,61.2
2025-07-25,Banesco,,58.6,61.1
2025-07-25,Ademi,,60.1,61.1
2025-07-25,Quezada,,60.6,61.4
2025-07-25,Lafise,,59.1,61.1
2025-07-25,Promerica,,58.849999999999994,61.1
2025-07-25,Santa Cruz,,60.1,61.1
