date,bank,tipo,buy,sell
2026-03-03,Scotiabank,Dólar (US) Canales Digitales*,58.1,61.1
2026-03-03,Scotiabank,Dólar (US) Sucursales,58.1,61.1
2026-03-03,Banreservas,,59,61
2026-03-03,Banco Popular,,58.35,61.5
2026-03-03,BHD,,58.5,61.2
2026-03-03,Banco Caribe,,58.9,61
2026-03-03,BDI,,58.9,61
2026-03-03,Vimenca,,58.5,61.5
2026-03-03,BLH,,58.6,61
2026-03-03,Banesco,,58.75,61
2026-03-03,Ademi,,58.949999999999996,60.949999999999996
2026-03-03,Quezada,,59.25,60.5
2026-03-03,Lafise,,58.7,61
2026-03-03,Promerica,,59,61.5
