date,bank,tipo,buy,sell
2025-05-18,Scotiabank,Dólar (US) Sucursales,58,60.45
2025-05-18,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.35
2025-05-18,Banreservas,,58.4,60.25
2025-05-18,Banco Popular,,58,60.5
2025-05-18,BHD,,58,60.25
2025-05-18,Santa Cruz,,58.25,60.25
2025-05-18,Banco Caribe,,58.25,59.9
2025-05-18,BDI,,58.4,59.9
2025-05-18,Vimenca,,58.25,60.25
2025-05-18,BLH,,58.1,60.1
2025-05-18,Promerica,,58.25,60.5
2025-05-18,Banesco,,58.4,60.5
2025-05-18,Lafise,,58.15,60.5
2025-05-18,Ademi,,58.3,60.25
2025-05-18,Quezada,,58.5,59.2
