date,bank,tipo,buy,sell
2025-11-18,Scotiabank,Dólar (US) Canales Digitales*,62.15,64.25
2025-11-18,Scotiabank,Dólar (US) Sucursales,62.05,64.25
2025-11-18,Banreservas,,62.3,64.3
2025-11-18,BHD,,62.25,64.45
2025-11-18,Banco Caribe,,62.5,64.3
2025-11-18,BDI,,62.8,64.3
2025-11-18,Vimenca,,62.8,64.3
2025-11-18,BLH,,,
2025-11-18,Banesco,,62.3,64.45
2025-11-18,Ademi,,63,64.5
2025-11-18,Quezada,,62.75,63.949999999999996
2025-11-18,Lafise,,62.45,64.45
2025-11-18,Promerica,,62.25,64.45
2025-11-18,Santa Cruz,,62.8,64.45
