date,bank,tipo,buy,sell
2026-03-05,Scotiabank,Dólar (US) Canales Digitales*,58.4,61.4
2026-03-05,Scotiabank,Dólar (US) Sucursales,58.4,61.4
2026-03-05,Banreservas,,59,61
2026-03-05,Banco Popular,,58.55,61.7
2026-03-05,BHD,,58.8,61.5
2026-03-05,Banco Caribe,,58.9,61
2026-03-05,BDI,,59.4,61.5
2026-03-05,Vimenca,,59.15,61.5
2026-03-05,BLH,,58.8,61
2026-03-05,Banesco,,58.9,61.5
2026-03-05,Ademi,,59.2,61.5
2026-03-05,Quezada,,59.349999999999994,60.5
2026-03-05,Lafise,,58.9,61.5
2026-03-05,Promerica,,59,61.5
