date,bank,tipo,buy,sell
2025-05-27,Scotiabank,Dólar (US) Sucursales,58,60.5
2025-05-27,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.4
2025-05-27,Banreservas,,58.4,60.25
2025-05-27,Banco Popular,,58,60.5
2025-05-27,BHD,,58,60.25
2025-05-27,Santa Cruz,,58.5,60.25
2025-05-27,Banco Caribe,,58.25,59.9
2025-05-27,BDI,,58.5,60
2025-05-27,Vimenca,,58.5,60.25
2025-05-27,BLH,,58.2,60.2
2025-05-27,Promerica,,58.25,60.5
2025-05-27,Banesco,,58.4,60.5
2025-05-27,Lafise,,58.15,60.5
2025-05-27,Ademi,,58.5,60.25
2025-05-27,Quezada,,58.9,59.5
