date,bank,tipo,buy,sell
2026-02-27,Scotiabank,Dólar (US) Canales Digitales*,58.1,61.1
2026-02-27,Scotiabank,Dólar (US) Sucursales,58.1,61.1
2026-02-27,Banreservas,,59,61
2026-02-27,Banco Popular,,58.65,61.8
2026-02-27,BHD,,58.8,61.5
2026-02-27,Banco Caribe,,59.2,61.2
2026-02-27,BDI,,59.1,61.25
2026-02-27,Vimenca,,58.8,61.5
2026-02-27,BLH,,58.6,61
2026-02-27,Banesco,,58.8,61.349999999999994
2026-02-27,Ademi,,59.2,61.1
2026-02-27,Quezada,,59,60.5
2026-02-27,Lafise,,58.7,60.99
2026-02-27,Promerica,,59,61.5
