date,bank,tipo,buy,sell
2025-04-03,Scotiabank,Dólar (USD) Sucursales,61.55,63.5
2025-04-03,Scotiabank,Dólar (USD) Canales Digitales*,61.6,63.4
2025-04-03,Banreservas,,61.6,63.1
2025-04-03,Banco Popular,,61.4,63.45
2025-04-03,BHD,,61.65,63.449999999999996
2025-04-03,Santa Cruz,,61.7,63.449999999999996
2025-04-03,Banco Caribe,,61.7,63.449999999999996
2025-04-03,BDI,,62.1,63.3
2025-04-03,Vimenca,,61.65,63.449999999999996
2025-04-03,BLH,,61.5,63.4
2025-04-03,Promerica,,61.7,63.449999999999996
2025-04-03,Banesco,,61.6,63.449999999999996
2025-04-03,Lafise,,61.6,63.3
2025-04-03,Ademi,,61.7,63.449999999999996
2025-04-03,Quezada,,62,63.1
