date,bank,tipo,buy,sell
2025-06-12,Scotiabank,Dólar (US) Sucursales,57.7,60.5
2025-06-12,Scotiabank,Dólar (US) Canales Digitales*,57.8,60.4
2025-06-12,Banreservas,,58.4,60.25
2025-06-12,Banco Popular,,57.5,60.5
2025-06-12,BHD,,57.6,60.25
2025-06-12,Banco Caribe,,58.4,60.25
2025-06-12,BDI,,58.5,60
2025-06-12,Vimenca,,58.5,60.25
2025-06-12,BLH,,58.2,60.2
2025-06-12,Banesco,,58.4,60.5
2025-06-12,Ademi,,58.5,60.25
2025-06-12,Quezada,,58.9,59.5
2025-06-12,Lafise,,58.15,60.5
2025-06-12,Promerica,,58.25,60.5
2025-06-12,Santa Cruz,,58.5,60.25
