date,bank,tipo,buy,sell
2025-05-06,Scotiabank,Dólar (USD) Sucursales,57.9,60.85
2025-05-06,Scotiabank,Dólar (USD) Canales Digitales*,58.1,60.6
2025-05-06,Banreservas,,58.4,60.25
2025-05-06,Banco Popular,,58.1,60.6
2025-05-06,BHD,,58.1,60.25
2025-05-06,Santa Cruz,,58.25,60.5
2025-05-06,Banco Caribe,,58.4,60.25
2025-05-06,BDI,,58.3,60.2
2025-05-06,Vimenca,,58.3,60.3
2025-05-06,BLH,,58.1,60.3
2025-05-06,Promerica,,58.5,60.75
2025-05-06,Banesco,,58.4,60.5
2025-05-06,Lafise,,58.25,60.6
2025-05-06,Ademi,,58.4,60.5
2025-05-06,Quezada,,58.4,59.2
