date,bank,tipo,buy,sell
2025-07-10,Scotiabank,Dólar (US) Sucursales,58,60.8
2025-07-10,Scotiabank,Dólar (US) Canales Digitales*,58.1,60.7
2025-07-10,Banreservas,,58.75,60.6
2025-07-10,Banco Popular,,57.75,60.75
2025-07-10,BHD,,57.949999999999996,60.75
2025-07-10,Banco Caribe,,59.65,60.65
2025-07-10,BDI,,59.5,60.7
2025-07-10,Vimenca,,59.75,60.75
2025-07-10,BLH,,58.8,60.7
2025-07-10,Banesco,,58.4,60.75
2025-07-10,Ademi,,59.5,60.75
2025-07-10,Quezada,,60.1,60.8
2025-07-10,Lafise,,58.75,60.75
2025-07-10,Promerica,,58.5,60.75
2025-07-10,Santa Cruz,,59.6,60.75
