date,bank,tipo,buy,sell
2025-05-30,Scotiabank,Dólar (US) Sucursales,58,60.5
2025-05-30,Scotiabank,Dólar (US) Canales Digitales*,58.05,60.4
2025-05-30,Banreservas,,58.4,60.25
2025-05-30,Banco Popular,,57.8,60.5
2025-05-30,BHD,,57.9,60.25
2025-05-30,Santa Cruz,,58.5,60.25
2025-05-30,Banco Caribe,,58.25,59.9
2025-05-30,BDI,,58.5,60
2025-05-30,Vimenca,,58.5,60.25
2025-05-30,BLH,,58.2,60.2
2025-05-30,Promerica,,58.25,60.5
2025-05-30,Banesco,,58.4,60.5
2025-05-30,Ademi,,58.5,60.25
2025-05-30,Quezada,,58.9,59.5
2025-05-30,Lafise,,58.15,60.5
