date,bank,tipo,buy,sell
2025-10-23,Scotiabank,Dólar (US) Canales Digitales*,62.4,64.3
2025-10-23,Scotiabank,Dólar (US) Sucursales,62.35,64.35
2025-10-23,Banreservas,,62.2,64.2
2025-10-23,Banco Caribe,,63.15,64.14999999999999
2025-10-23,BDI,,63.25,64.25
2025-10-23,Vimenca,,62.849999999999994,64.3
2025-10-23,BLH,,,
2025-10-23,Banesco,,62.25,64.3
2025-10-23,Ademi,,63.15,64.2
2025-10-23,Quezada,,63.2,64.35
2025-10-23,Lafise,,62.3,64.3
2025-10-23,Promerica,,62.25,64.25
2025-10-23,Santa Cruz,,63.1,64.3
