date,bank,tipo,buy,sell
2025-09-26,Scotiabank,Dólar (US) Canales Digitales*,60.75,62.65
2025-09-26,Scotiabank,Dólar (US) Sucursales,60.7,62.7
2025-09-26,Banreservas,,60.6,62.6
2025-09-26,Banco Popular,,60.7,62.7
2025-09-26,BHD,,60.9,62.9
2025-09-26,Banco Caribe,,61.6,62.6
2025-09-26,BDI,,61.3,62.9
2025-09-26,Vimenca,,61.5,62.9
2025-09-26,BLH,,,
2025-09-26,Banesco,,60.9,62.9
2025-09-26,Ademi,,61.1,62.9
2025-09-26,Quezada,,61.8,62.949999999999996
2025-09-26,Lafise,,61.9,62.9
2025-09-26,Promerica,,60.9,62.9
2025-09-26,Santa Cruz,,61.7,62.9
